------------ Data File Created By ActiGraph GT3X+ ActiLife v6.13.3 Firmware v2.5.0 date format M/d/yyyy at 40 Hz  Filter Normal -----------,,
-0.023,-0.375,-1.035
-0.059,-0.358,-1.012
-0.111,-0.34,-0.994
-0.126,-0.296,-0.912
-0.15,-0.343,-0.965
-0.226,-0.276,-0.962
-0.258,-0.22,-0.95
-0.305,-0.167,-0.977
-0.331,-0.1,-0.988
-0.293,-0.067,-0.962
-0.299,-0.009,-0.962
-0.299,0.012,-0.994
-0.317,0.003,-0.982
-0.308,0.085,-0.968
-0.284,0.152,-0.977
-0.199,0.202,-0.956
-0.141,0.226,-0.979
-0.106,0.243,-0.991
-0.082,0.252,-0.968
-0.032,0.267,-1.012
0.018,0.29,-0.988
0.114,0.273,-0.991
0.141,0.252,-0.997
0.161,0.226,-0.988
0.217,0.188,-0.994
0.22,0.141,-0.962
0.305,0.152,-1.079
0.343,0.076,-1.088
0.326,-0.003,-1.038
0.32,-0.026,-1.006
0.346,-0.041,-1.009
0.305,-0.129,-0.997
0.308,-0.111,-0.965
0.29,-0.176,-0.974
0.261,-0.217,-1.006
0.235,-0.24,-1.003
0.22,-0.27,-0.979
0.185,-0.317,-1.023
0.132,-0.343,-1.082
0.114,-0.358,-1.047
0.07,-0.381,-1.026
0.009,-0.39,-1.035
-0.082,-0.39,-1.026
-0.196,-0.273,-0.897
-0.199,-0.299,-0.962
-0.27,-0.246,-1.006
-0.27,-0.202,-0.974
-0.261,-0.196,-0.935
-0.331,-0.111,-0.965
-0.305,-0.047,-0.974
-0.287,0.009,-0.953
-0.32,0.029,-0.979
-0.29,0.047,-0.982
-0.273,0.091,-0.935
-0.27,0.155,-0.977
-0.22,0.217,-0.982
-0.126,0.27,-0.988
-0.082,0.27,-0.979
-0.047,0.27,-0.988
0.003,0.27,-0.991
0.053,0.261,-0.982
0.07,0.261,-0.994
0.144,0.246,-1.012
0.214,0.211,-1.026
0.226,0.167,-0.994
0.258,0.123,-0.947
0.293,0.085,-1.003
0.305,0.059,-1.012
0.305,0.018,-0.982
0.328,0.003,-1.012
0.317,-0.067,-1.032
0.308,-0.132,-1.012
0.279,-0.158,-0.965
0.258,-0.211,-0.965
0.243,-0.246,-0.994
0.243,-0.252,-0.979
0.235,-0.302,-1.012
0.091,-0.387,-1.018
0.003,-0.387,-0.977
-0.038,-0.361,-0.947
-0.062,-0.352,-0.988
-0.076,-0.343,-0.979
-0.038,-0.343,-0.947
-0.129,-0.299,-0.909
-0.173,-0.302,-0.994
-0.284,-0.238,-1.038
-0.276,-0.226,-0.991
-0.264,-0.185,-0.953
-0.317,-0.085,-0.979
-0.29,-0.111,-0.974
-0.302,-0.026,-0.956
-0.305,0.012,-0.95
-0.305,0.047,-0.965
-0.293,0.126,-0.953
-0.232,0.191,-0.997
-0.188,0.217,-0.962
-0.141,0.246,-0.979
-0.103,0.267,-1.018
-0.088,0.273,-0.982
-0.018,0.267,-0.979
0.047,0.258,-0.974
0.106,0.243,-0.988
0.12,0.252,-0.997
0.147,0.226,-0.982
0.229,0.188,-0.977
0.287,0.155,-1.026
0.317,0.076,-1.012
0.328,0.023,-0.991
0.326,-0.026,-0.988
0.32,-0.082,-0.994
0.302,-0.126,-1.003
0.279,-0.188,-1.018
0.249,-0.205,-1.003
0.217,-0.24,-0.977
0.182,-0.299,-0.979
0.161,-0.302,-0.979
0.129,-0.331,-0.991
0.12,-0.337,-0.977
0.103,-0.367,-0.991
0.012,-0.402,-1.009
-0.018,-0.411,-0.988
-0.126,-0.39,-1.018
-0.176,-0.358,-0.994
-0.24,-0.326,-1.032
-0.258,-0.229,-0.962
-0.249,-0.24,-0.968
-0.308,-0.205,-1.003
-0.302,-0.158,-0.982
-0.314,-0.076,-0.977
-0.331,-0.018,-0.994
-0.314,-0.029,-1.003
-0.293,0,-0.979
-0.302,0.047,-0.977
-0.305,0.076,-0.956
-0.279,0.138,-0.965
-0.211,0.214,-0.991
-0.155,0.24,-0.974
-0.135,0.22,-0.95
-0.114,0.243,-0.962
-0.082,0.282,-0.991
0.018,0.296,-1.009
0.088,0.299,-0.997
0.132,0.252,-0.947
0.191,0.22,-0.935
0.246,0.161,-0.935
0.299,0.152,-1.047
0.287,0.097,-0.997
0.293,0.009,-0.979
0.302,-0.023,-0.977
0.308,-0.088,-0.982
0.284,-0.147,-0.982
0.273,-0.205,-1.018
0.235,-0.226,-1.003
0.229,-0.238,-1.003
0.182,-0.299,-0.997
0.17,-0.317,-0.962
0.114,-0.346,-0.965
0.038,-0.367,-1.018
0,-0.355,-0.974
0,-0.346,-0.956
-0.059,-0.346,-0.962
-0.091,-0.372,-0.991
-0.182,-0.358,-0.997
-0.226,-0.326,-0.994
-0.243,-0.282,-0.979
-0.284,-0.238,-0.988
-0.293,-0.191,-0.982
-0.32,-0.161,-0.979
-0.334,-0.047,-0.977
-0.305,0.003,-0.962
-0.308,0.015,-1.003
-0.305,0.053,-0.991
-0.255,0.088,-0.965
-0.27,0.091,-0.962
-0.246,0.141,-0.988
-0.261,0.155,-0.968
-0.229,0.199,-0.953
-0.173,0.243,-0.953
-0.088,0.296,-0.982
0.023,0.299,-0.977
0.085,0.27,-0.982
0.091,0.261,-0.977
0.117,0.267,-0.994
0.17,0.258,-0.974
0.205,0.205,-0.912
0.326,0.167,-1.05
0.328,0.076,-1.023
0.328,0.015,-1.012
0.328,-0.029,-0.997
0.343,-0.047,-1.006
0.302,-0.114,-0.991
0.299,-0.132,-0.977
0.284,-0.182,-0.974
0.249,-0.24,-0.994
0.205,-0.27,-0.991
0.191,-0.29,-0.997
0.191,-0.314,-1.012
0.091,-0.361,-0.997
0.047,-0.372,-0.979
-0.012,-0.375,-1.023
-0.1,-0.381,-1.05
-0.144,-0.352,-1.003
-0.185,-0.276,-0.927
-0.199,-0.29,-0.982
-0.246,-0.258,-0.977
-0.261,-0.199,-0.95
-0.264,-0.144,-0.921
-0.299,-0.088,-0.938
-0.299,-0.044,-0.965
-0.29,0.003,-0.962
-0.32,-0.009,-0.991
-0.346,-0.009,-0.991
-0.302,0.117,-0.982
-0.249,0.191,-0.968
-0.185,0.229,-0.953
-0.117,0.246,-0.979
-0.073,0.255,-0.991
-0.056,0.24,-0.979
-0.076,0.238,-0.956
0.009,0.252,-0.965
0.073,0.261,-0.977
0.147,0.255,-1.006
0.191,0.217,-0.994
0.205,0.191,-0.997
0.261,0.138,-0.979
0.305,0.144,-1.035
0.349,0.123,-1.094
0.358,0.029,-1.082
0.355,-0.032,-1.047
0.331,-0.082,-1.018
0.314,-0.129,-0.994
0.317,-0.129,-0.982
0.293,-0.182,-0.956
0.27,-0.229,-0.974
0.235,-0.282,-1.003
0.167,-0.326,-0.979
0.103,-0.355,-0.979
0.085,-0.361,-1.026
0.041,-0.367,-1.018
0.015,-0.375,-1.009
-0.029,-0.37,-0.956
-0.059,-0.337,-0.903
-0.185,-0.302,-0.933
-0.246,-0.32,-1.05
-0.284,-0.243,-0.997
-0.29,-0.199,-0.974
-0.293,-0.161,-0.974
-0.331,-0.088,-0.979
-0.305,-0.044,-0.977
-0.29,0.015,-0.956
-0.287,0.044,-0.988
-0.276,0.076,-0.979
-0.276,0.097,-0.933
-0.232,0.167,-0.991
-0.205,0.196,-1.003
-0.147,0.258,-0.982
-0.076,0.282,-0.991
-0.053,0.273,-0.991
-0.015,0.276,-0.974
0.073,0.261,-0.956
0.129,0.214,-0.968
0.144,0.211,-0.982
0.15,0.22,-1.018
0.217,0.185,-1.032
0.264,0.117,-1.006
0.276,0.041,-0.956
0.29,0.012,-0.965
0.293,-0.015,-0.982
0.32,-0.012,-0.994
0.331,-0.026,-1.021
0.314,-0.167,-1.003
0.264,-0.22,-0.956
0.214,-0.27,-0.953
0.191,-0.282,-0.977
0.202,-0.282,-0.982
0.205,-0.305,-0.997
0.155,-0.355,-1.035
0.053,-0.39,-0.997
-0.023,-0.396,-0.974
-0.097,-0.361,-0.953
-0.12,-0.352,-0.974
-0.144,-0.314,-0.947
-0.167,-0.343,-1.026
-0.214,-0.302,-1.003
-0.258,-0.302,-1.018
-0.326,-0.211,-1.021
-0.317,-0.155,-0.988
-0.326,-0.097,-0.982
-0.34,-0.026,-0.991
-0.326,-0.038,-0.974
-0.299,0.059,-0.947
-0.302,0.076,-0.979
-0.264,0.126,-0.988
-0.211,0.196,-0.974
-0.191,0.196,-0.965
-0.185,0.199,-0.977
-0.161,0.22,-0.962
-0.12,0.267,-0.982
-0.044,0.299,-0.991
0.076,0.287,-0.988
0.12,0.261,-0.979
0.161,0.232,-0.968
0.191,0.214,-0.982
0.196,0.182,-0.927
0.305,0.152,-1.065
0.302,0.053,-1.003
0.293,-0.012,-0.977
0.302,-0.038,-0.997
0.308,-0.076,-1.003
0.276,-0.138,-0.982
0.261,-0.173,-1.003
0.243,-0.232,-1.023
0.229,-0.261,-1.018
0.196,-0.299,-0.991
0.155,-0.34,-0.977
0.062,-0.384,-0.979
0.012,-0.372,-0.912
-0.012,-0.367,-0.924
0,-0.361,-0.941
-0.085,-0.361,-0.933
-0.126,-0.367,-0.95
-0.211,-0.32,-0.968
-0.22,-0.337,-1.026
-0.264,-0.243,-0.979
-0.276,-0.229,-0.988
-0.299,-0.205,-1.003
-0.334,-0.152,-1.012
-0.328,-0.1,-1.006
-0.328,-0.067,-0.988
-0.34,-0.015,-1.018
-0.293,0.056,-0.982
-0.273,0.082,-0.997
-0.305,0.111,-0.953
-0.279,0.17,-0.95
-0.205,0.205,-0.977
-0.132,0.246,-0.979
-0.082,0.276,-0.982
-0.047,0.267,-0.968
-0.018,0.261,-0.956
0.018,0.258,-0.968
0.041,0.29,-0.982
0.111,0.282,-0.968
0.199,0.217,-0.95
0.255,0.155,-0.956
0.32,0.132,-1.065
0.317,0.073,-1.041
0.305,0.003,-1.003
0.317,0,-0.982
0.334,-0.041,-1.003
0.314,-0.126,-0.988
0.279,-0.185,-0.991
0.229,-0.24,-0.982
0.202,-0.252,-0.991
0.188,-0.267,-0.982
0.158,-0.296,-0.977
0.106,-0.34,-0.979
0.041,-0.355,-0.924
-0.029,-0.358,-0.956
-0.047,-0.346,-0.924
-0.07,-0.337,-0.927
-0.088,-0.343,-0.947
-0.182,-0.317,-0.95
-0.243,-0.314,-1.035
-0.264,-0.267,-0.965
-0.276,-0.217,-0.962
-0.293,-0.167,-0.982
-0.331,-0.114,-0.997
-0.317,-0.123,-0.991
-0.334,-0.073,-0.988
-0.358,-0.018,-1.021
-0.343,0.012,-1.009
-0.27,0.152,-0.962
-0.229,0.188,-0.977
-0.205,0.191,-0.988
-0.202,0.188,-0.962
-0.205,0.211,-0.965
-0.132,0.27,-0.962
-0.076,0.287,-0.962
0.044,0.29,-0.979
0.132,0.273,-1.003
0.15,0.238,-0.991
0.185,0.211,-1.003
0.191,0.214,-1.009
0.226,0.176,-0.927
0.273,0.129,-0.977
0.305,0.067,-1.003
0.308,0.018,-1.003
0.305,-0.023,-1.003
0.302,-0.053,-0.994
0.308,-0.091,-0.991
0.29,-0.144,-0.974
0.273,-0.199,-0.956
0.249,-0.252,-0.988
0.232,-0.276,-1.018
0.188,-0.317,-1.021
0.1,-0.352,-1.026
0.032,-0.361,-1.023
0,-0.34,-0.933
-0.026,-0.343,-0.982
-0.07,-0.343,-0.953
-0.129,-0.314,-0.947
-0.196,-0.284,-0.95
-0.214,-0.284,-0.997
-0.229,-0.232,-0.956
-0.261,-0.205,-0.962
-0.276,-0.217,-0.956
-0.317,-0.1,-0.95
-0.32,-0.044,-0.962
-0.331,-0.015,-0.988
-0.34,0,-0.994
-0.302,0.038,-1.006
-0.308,0.059,-0.962
-0.317,0.106,-0.979
-0.246,0.191,-0.962
-0.158,0.246,-0.962
-0.091,0.273,-0.982
-0.059,0.273,-0.991
-0.023,0.27,-0.982
-0.018,0.276,-0.988
0.018,0.299,-0.962
0.106,0.27,-0.95
0.196,0.243,-0.994
0.246,0.182,-0.991
0.27,0.147,-0.977
0.284,0.07,-0.95
0.314,0.038,-0.991
0.314,0.032,-0.991
0.32,-0.041,-1.006
0.314,-0.103,-1.006
0.293,-0.144,-1.006
0.279,-0.147,-0.988
0.273,-0.182,-0.974
0.264,-0.214,-0.977
0.261,-0.255,-0.991
0.214,-0.305,-1.003
0.111,-0.358,-1.009
0.053,-0.381,-1.047
0,-0.375,-1.006
-0.044,-0.358,-0.982
-0.038,-0.375,-0.982
-0.106,-0.331,-0.912
-0.173,-0.331,-0.974
-0.249,-0.282,-0.997
-0.264,-0.238,-0.979
-0.293,-0.214,-1.003
-0.305,-0.158,-0.991
-0.299,-0.106,-0.974
-0.305,-0.041,-0.962
-0.293,-0.009,-0.974
-0.287,0.026,-0.974
-0.293,0.067,-0.982
-0.29,0.111,-0.968
-0.211,0.191,-0.982
-0.176,0.211,-0.965
-0.15,0.238,-0.974
-0.111,0.267,-1.003
-0.018,0.299,-1.003
0.038,0.287,-1.003
0.091,0.258,-0.977
0.126,0.232,-0.977
0.129,0.24,-0.991
0.17,0.229,-0.997
0.258,0.17,-1.012
0.331,0.155,-1.091
0.299,0.047,-0.974
0.32,-0.012,-0.965
0.334,-0.041,-1.021
0.331,-0.088,-1.018
0.293,-0.138,-0.991
0.273,-0.188,-0.994
0.255,-0.226,-0.994
0.24,-0.243,-1.012
0.205,-0.27,-1.003
0.196,-0.284,-1.006
0.158,-0.314,-1.012
0.141,-0.34,-0.991
0.12,-0.367,-1.032
0.015,-0.396,-1.032
-0.062,-0.375,-0.994
-0.126,-0.358,-1.006
-0.167,-0.311,-0.974
-0.199,-0.305,-1.012
-0.205,-0.276,-0.974
-0.235,-0.24,-0.95
-0.273,-0.196,-0.965
-0.302,-0.155,-0.977
-0.308,-0.056,-0.968
-0.317,-0.003,-0.982
-0.287,0.026,-0.982
-0.276,0.032,-0.956
-0.276,0.07,-0.968
-0.287,0.097,-0.933
-0.217,0.202,-0.974
-0.129,0.252,-1.009
-0.088,0.246,-0.994
-0.1,0.243,-0.988
-0.106,0.246,-0.968
-0.053,0.276,-0.974
0.088,0.276,-0.979
0.135,0.261,-0.988
0.188,0.226,-0.994
0.232,0.182,-1.006
0.24,0.141,-0.953
0.293,0.138,-1.062
0.293,0.073,-0.997
0.302,-0.012,-0.997
0.32,-0.044,-0.997
0.331,-0.067,-1.021
0.287,-0.17,-1.018
0.264,-0.191,-0.994
0.264,-0.199,-0.979
0.29,-0.211,-1.021
0.235,-0.276,-1.021
0.155,-0.331,-0.994
0.129,-0.346,-0.95
0.038,-0.381,-0.994
0,-0.367,-0.965
0.015,-0.355,-0.982
-0.018,-0.361,-1.012
-0.073,-0.367,-1.021
-0.144,-0.305,-0.965
-0.202,-0.267,-0.941
-0.246,-0.27,-0.988
-0.276,-0.232,-0.974
-0.27,-0.185,-0.956
-0.284,-0.147,-0.962
-0.317,-0.117,-0.977
-0.32,-0.062,-0.977
-0.299,0.067,-0.953
-0.29,0.056,-0.965
-0.308,0.07,-0.962
-0.264,0.158,-0.988
-0.191,0.202,-0.965
-0.158,0.211,-0.968
-0.17,0.214,-0.991
-0.141,0.226,-0.965
-0.067,0.252,-0.977
0,0.27,-0.994
0.082,0.258,-0.994
0.097,0.255,-1.006
0.132,0.243,-0.988
0.191,0.202,-0.991
0.24,0.158,-0.997
0.32,0.132,-1.073
0.314,0.053,-1.006
0.308,0,-0.997
0.314,-0.029,-0.991
0.328,-0.059,-1.003
0.308,-0.132,-1.003
0.299,-0.185,-0.997
0.24,-0.273,-0.982
0.211,-0.29,-0.994
0.167,-0.317,-0.997
0.144,-0.32,-0.988
0.111,-0.343,-1.006
0.097,-0.355,-0.962
0,-0.384,-0.953
-0.044,-0.375,-0.962
-0.117,-0.361,-0.982
-0.155,-0.337,-0.962
-0.188,-0.326,-0.997
-0.205,-0.296,-1.003
-0.243,-0.276,-1.021
-0.299,-0.255,-1.021
-0.308,-0.185,-0.994
-0.32,-0.126,-0.988
-0.317,-0.085,-0.991
-0.32,-0.062,-0.997
-0.32,-0.026,-0.988
-0.299,0.041,-0.935
-0.314,0.076,-0.912
-0.279,0.141,-1.003
-0.214,0.205,-0.982
-0.199,0.191,-0.941
-0.158,0.22,-0.962
-0.155,0.255,-0.977
-0.091,0.282,-0.991
-0.009,0.299,-0.953
0.12,0.273,-0.994
0.135,0.243,-0.956
0.144,0.22,-0.968
0.202,0.188,-0.994
0.185,0.138,-0.935
0.27,0.126,-1.006
0.299,0.041,-1.009
0.27,-0.018,-0.938
0.279,-0.047,-0.947
0.284,-0.1,-0.994
0.287,-0.167,-1.023
0.264,-0.202,-1.018
0.235,-0.229,-0.977
0.205,-0.305,-1.009
0.185,-0.317,-0.988
0.117,-0.358,-0.974
0.07,-0.355,-0.968
0.041,-0.367,-0.979
0.029,-0.358,-0.935
-0.062,-0.384,-0.991
-0.097,-0.387,-0.979
-0.167,-0.361,-0.979
-0.232,-0.337,-1.041
-0.232,-0.29,-0.988
-0.246,-0.24,-0.982
-0.29,-0.22,-0.997
-0.293,-0.17,-0.988
-0.314,-0.123,-0.988
-0.34,-0.056,-0.997
-0.308,-0.038,-0.988
-0.308,0.026,-0.982
-0.293,0.056,-0.994
-0.276,0.085,-0.956
-0.279,0.114,-0.977
-0.273,0.17,-0.965
-0.22,0.202,-0.962
-0.141,0.246,-0.968
-0.07,0.282,-0.982
-0.015,0.282,-0.988
0.032,0.267,-0.982
0.012,0.284,-0.977
0.067,0.282,-0.962
0.141,0.273,-0.947
0.202,0.226,-0.933
0.273,0.167,-0.979
0.305,0.091,-0.965
0.317,0.009,-0.988
0.314,-0.012,-0.988
0.308,-0.029,-0.997
0.302,-0.103,-0.994
0.305,-0.138,-1.009
0.258,-0.188,-0.988
0.232,-0.205,-0.974
0.246,-0.211,-0.979
0.226,-0.261,-0.991
0.214,-0.296,-0.962
0.106,-0.367,-0.956
0.009,-0.387,-0.979
-0.012,-0.361,-0.968
-0.073,-0.352,-0.977
-0.091,-0.352,-0.974
-0.129,-0.317,-0.927
-0.205,-0.343,-1.05
-0.249,-0.299,-1.009
-0.235,-0.232,-0.947
-0.293,-0.188,-0.977
-0.305,-0.126,-0.979
-0.305,-0.07,-0.974
-0.314,-0.059,-0.974
-0.34,-0.056,-0.994
-0.355,-0.038,-0.997
-0.305,0.106,-1.009
-0.264,0.132,-0.95
-0.226,0.188,-0.994
-0.173,0.232,-0.982
-0.135,0.226,-0.968
-0.12,0.217,-0.968
-0.106,0.243,-0.956
-0.076,0.273,-0.974
0.041,0.282,-0.994
0.091,0.258,-0.965
0.12,0.246,-0.977
0.167,0.238,-0.994
0.191,0.232,-1.003
0.246,0.217,-0.982
0.279,0.114,-0.906
0.326,0.047,-0.991
0.34,-0.018,-1.032
0.328,-0.07,-1.026
0.293,-0.114,-0.991
0.284,-0.188,-0.994
0.261,-0.22,-1.003
0.261,-0.199,-0.988
0.243,-0.229,-0.997
0.199,-0.282,-0.994
0.144,-0.317,-0.997
0.088,-0.32,-0.938
0.062,-0.34,-0.982
-0.003,-0.34,-0.938
-0.003,-0.346,-0.912
-0.088,-0.34,-0.921
-0.158,-0.287,-0.868
-0.211,-0.328,-1.006
-0.246,-0.267,-0.991
-0.243,-0.22,-0.956
-0.299,-0.173,-0.968
-0.287,-0.144,-0.953
-0.29,-0.076,-0.935
-0.331,-0.015,-0.968
-0.305,0.026,-0.968
-0.293,0.032,-0.988
-0.328,0.026,-1.003
-0.29,0.126,-0.982
-0.24,0.176,-0.977
-0.188,0.232,-0.965
-0.106,0.273,-0.982
-0.053,0.282,-0.988
-0.009,0.258,-1.003
-0.012,0.261,-0.977
0.015,0.276,-0.979
0.062,0.27,-0.95
0.147,0.258,-0.974
0.235,0.196,-1.012
0.249,0.132,-0.956
0.302,0.126,-1.062
0.293,0.059,-1.009
0.299,0.009,-0.994
0.32,0.018,-0.994
0.331,-0.023,-1.006
0.305,-0.117,-0.977
0.305,-0.129,-0.988
0.287,-0.176,-1.009
0.273,-0.211,-1.012
0.29,-0.214,-1.006
0.27,-0.273,-1.012
0.167,-0.358,-1.023
0.07,-0.381,-1.012
-0.018,-0.375,-1.003
-0.029,-0.361,-0.988
-0.032,-0.346,-0.979
-0.059,-0.331,-0.95
-0.097,-0.302,-0.88
-0.129,-0.317,-0.924
-0.22,-0.258,-0.947
-0.276,-0.217,-1.003
-0.302,-0.188,-1.003
-0.293,-0.144,-0.965
-0.293,-0.062,-0.953
-0.305,-0.056,-0.962
-0.308,-0.009,-0.953
-0.293,0.076,-0.977
-0.293,0.085,-0.988
-0.27,0.158,-0.965
-0.196,0.214,-0.979
-0.15,0.22,-0.991
-0.15,0.252,-0.979
-0.07,0.287,-1.009
0.023,0.29,-1.006
0.073,0.273,-1.003
0.111,0.246,-0.994
0.117,0.238,-0.994
0.129,0.238,-0.982
0.196,0.191,-0.953
0.24,0.129,-0.968
0.346,0.123,-1.144
0.328,0.044,-1.053
0.314,-0.003,-0.994
0.328,-0.044,-0.991
0.343,-0.07,-1.009
0.302,-0.141,-1.009
0.261,-0.191,-0.988
0.232,-0.232,-0.968
0.235,-0.246,-0.997
0.191,-0.29,-1.006
0.158,-0.326,-1.012
0.135,-0.337,-0.974
0.12,-0.358,-0.994
0.062,-0.387,-1.026
-0.026,-0.419,-1.041
-0.076,-0.399,-1.021
-0.141,-0.381,-1.003
-0.217,-0.314,-1.009
-0.246,-0.267,-0.988
-0.261,-0.252,-1.006
-0.261,-0.255,-0.997
-0.29,-0.167,-0.988
-0.317,-0.129,-0.988
-0.308,-0.047,-0.979
-0.293,-0.018,-0.977
-0.29,0,-0.979
-0.284,0.044,-0.968
-0.326,0.047,-0.921
-0.264,0.173,-0.991
-0.188,0.229,-0.965
-0.147,0.229,-0.965
-0.129,0.24,-0.977
-0.129,0.24,-0.968
-0.067,0.258,-0.974
-0.023,0.276,-0.982
0.088,0.29,-1.003
0.167,0.267,-1.023
0.211,0.217,-0.991
0.229,0.185,-0.979
0.284,0.132,-0.979
0.29,0.097,-1.006
0.299,0.073,-1.003
0.299,-0.012,-0.988
0.305,-0.085,-0.982
0.308,-0.114,-0.997
0.302,-0.158,-1.041
0.249,-0.214,-0.994
0.22,-0.232,-0.956
0.214,-0.27,-0.974
0.161,-0.317,-0.979
0.111,-0.34,-0.933
0.059,-0.361,-0.965
0.012,-0.361,-0.962
-0.026,-0.358,-0.941
-0.018,-0.37,-0.968
-0.07,-0.39,-1.003
-0.129,-0.37,-1.003
-0.235,-0.352,-1.062
-0.261,-0.284,-0.994
-0.255,-0.238,-0.956
-0.305,-0.202,-0.979
-0.299,-0.17,-0.974
-0.32,-0.085,-0.962
-0.346,-0.038,-0.991
-0.32,0.015,-1.006
-0.276,0.041,-0.968
-0.284,0.076,-0.979
-0.279,0.082,-0.977
-0.258,0.123,-0.965
-0.235,0.155,-0.977
-0.246,0.173,-0.938
-0.217,0.205,-0.956
-0.117,0.276,-0.977
-0.053,0.314,-0.979
0.056,0.296,-0.994
0.1,0.261,-0.968
0.082,0.267,-0.95
0.158,0.252,-0.982
0.202,0.211,-0.95
0.27,0.147,-0.979
0.279,0.097,-0.953
0.308,0.026,-0.988
0.299,-0.026,-0.994
0.29,-0.07,-0.979
0.287,-0.138,-0.982
0.293,-0.155,-1.018
0.273,-0.196,-1.018
0.217,-0.267,-0.982
0.199,-0.284,-0.974
0.167,-0.314,-0.979
0.155,-0.32,-0.968
0.059,-0.37,-0.974
0.012,-0.361,-0.894
-0.029,-0.355,-0.912
-0.088,-0.34,-0.924
-0.129,-0.331,-0.953
-0.15,-0.284,-0.891
-0.202,-0.311,-1.009
-0.243,-0.29,-1.032
