HEADER_TIME_STAMP,X_ACCELERATION_METERS_PER_SECOND_SQUARED,group
2015-10-08 15:02:43,-0.957,gt
2015-10-08 15:02:43,-0.867,gt
2015-10-08 15:02:43,-0.781,gt
2015-10-08 15:02:43,-0.715,gt
2015-10-08 15:02:43,-0.66,gt
2015-10-08 15:02:43,-0.617,gt
2015-10-08 15:02:43,-0.57,gt
2015-10-08 15:02:43,-0.543,gt
2015-10-08 15:02:43,-0.52,gt
2015-10-08 15:02:43,-0.469,gt
2015-10-08 15:02:43,-0.426,gt
2015-10-08 15:02:43,-0.418,gt
2015-10-08 15:02:43,-0.426,gt
2015-10-08 15:02:43,-0.418,gt
2015-10-08 15:02:43,-0.422,gt
2015-10-08 15:02:43,-0.441,gt
2015-10-08 15:02:43,-0.465,gt
2015-10-08 15:02:43,-0.488,gt
2015-10-08 15:02:43,-0.52,gt
2015-10-08 15:02:43,-0.555,gt
2015-10-08 15:02:43,-0.578,gt
2015-10-08 15:02:43,-0.59,gt
2015-10-08 15:02:43,-0.59,gt
2015-10-08 15:02:43,-0.582,gt
2015-10-08 15:02:43,-0.578,gt
2015-10-08 15:02:43,-0.566,gt
2015-10-08 15:02:43,-0.566,gt
2015-10-08 15:02:43,-0.602,gt
2015-10-08 15:02:43,-0.648,gt
2015-10-08 15:02:43,-0.695,gt
2015-10-08 15:02:43,-0.746,gt
2015-10-08 15:02:43,-0.797,gt
2015-10-08 15:02:43,-0.813,gt
2015-10-08 15:02:43,-0.805,gt
2015-10-08 15:02:43,-0.809,gt
2015-10-08 15:02:43,-0.863,gt
2015-10-08 15:02:43,-0.965,gt
2015-10-08 15:02:43,-1.047,gt
2015-10-08 15:02:43,-1.07,gt
2015-10-08 15:02:43,-1.031,gt
2015-10-08 15:02:43,-0.969,gt
2015-10-08 15:02:43,-0.879,gt
2015-10-08 15:02:43,-0.773,gt
2015-10-08 15:02:43,-0.68,gt
2015-10-08 15:02:43,-0.602,gt
2015-10-08 15:02:43,-0.543,gt
2015-10-08 15:02:43,-0.488,gt
2015-10-08 15:02:43,-0.453,gt
2015-10-08 15:02:43,-0.395,gt
2015-10-08 15:02:43,-0.359,gt
2015-10-08 15:02:43,-0.34,gt
2015-10-08 15:02:43,-0.309,gt
2015-10-08 15:02:43,-0.281,gt
2015-10-08 15:02:43,-0.266,gt
2015-10-08 15:02:43,-0.223,gt
2015-10-08 15:02:43,-0.156,gt
2015-10-08 15:02:43,-0.063,gt
2015-10-08 15:02:43,0.043,gt
2015-10-08 15:02:43,0.242,gt
2015-10-08 15:02:43,0.453,gt
2015-10-08 15:02:43,0.664,gt
2015-10-08 15:02:43,0.777,gt
2015-10-08 15:02:43,0.887,gt
2015-10-08 15:02:43,1.016,gt
2015-10-08 15:02:43,1.02,gt
2015-10-08 15:02:43,0.652,gt
2015-10-08 15:02:43,0.156,gt
2015-10-08 15:02:43,-0.652,gt
2015-10-08 15:02:43,-1.719,gt
2015-10-08 15:02:43,-2.023,gt
2015-10-08 15:02:43,-1.445,gt
2015-10-08 15:02:43,-1.156,gt
2015-10-08 15:02:44,-1.254,gt
2015-10-08 15:02:44,-1.438,gt
2015-10-08 15:02:44,-1.664,gt
2015-10-08 15:02:44,-1.953,gt
2015-10-08 15:02:44,-2.23,gt
2015-10-08 15:02:44,-2.457,gt
2015-10-08 15:02:44,-2.641,gt
2015-10-08 15:02:44,-2.801,gt
2015-10-08 15:02:44,-2.898,gt
2015-10-08 15:02:44,-2.891,gt
2015-10-08 15:02:44,-2.676,gt
2015-10-08 15:02:44,-2.414,gt
2015-10-08 15:02:44,-2.137,gt
2015-10-08 15:02:44,-1.887,gt
2015-10-08 15:02:44,-1.715,gt
2015-10-08 15:02:44,-1.59,gt
2015-10-08 15:02:44,-1.5,gt
2015-10-08 15:02:44,-1.375,gt
2015-10-08 15:02:44,-1.211,gt
2015-10-08 15:02:44,-1.09,gt
2015-10-08 15:02:44,-0.992,gt
2015-10-08 15:02:44,-0.938,gt
2015-10-08 15:02:44,-0.965,gt
2015-10-08 15:02:44,-1.059,gt
2015-10-08 15:02:44,-1.211,gt
2015-10-08 15:02:44,-1.383,gt
2015-10-08 15:02:44,-1.555,gt
2015-10-08 15:02:44,-1.719,gt
2015-10-08 15:02:44,-1.914,gt
2015-10-08 15:02:44,-2.203,gt
2015-10-08 15:02:44,-2.469,gt
2015-10-08 15:02:44,-2.559,gt
2015-10-08 15:02:44,-2.48,gt
2015-10-08 15:02:44,-2.273,gt
2015-10-08 15:02:44,-2.047,gt
2015-10-08 15:02:44,-1.797,gt
2015-10-08 15:02:44,-1.477,gt
2015-10-08 15:02:44,-1.137,gt
2015-10-08 15:02:44,-0.855,gt
2015-10-08 15:02:44,-0.656,gt
2015-10-08 15:02:44,-0.461,gt
2015-10-08 15:02:44,-0.27,gt
2015-10-08 15:02:44,-0.145,gt
2015-10-08 15:02:44,-0.023,gt
2015-10-08 15:02:44,0.066,gt
2015-10-08 15:02:44,0.102,gt
2015-10-08 15:02:44,0.102,gt
2015-10-08 15:02:44,0.086,gt
2015-10-08 15:02:44,0.086,gt
2015-10-08 15:02:44,0.133,gt
2015-10-08 15:02:44,0.199,gt
2015-10-08 15:02:44,0.277,gt
2015-10-08 15:02:44,0.348,gt
2015-10-08 15:02:44,0.371,gt
2015-10-08 15:02:44,0.344,gt
2015-10-08 15:02:44,0.25,gt
2015-10-08 15:02:44,0.133,gt
2015-10-08 15:02:44,-0.039,gt
2015-10-08 15:02:44,-0.223,gt
2015-10-08 15:02:44,-0.43,gt
2015-10-08 15:02:44,-0.785,gt
2015-10-08 15:02:44,-1.488,gt
2015-10-08 15:02:44,-2.859,gt
2015-10-08 15:02:44,-5.359,gt
2015-10-08 15:02:44,-5.18,gt
2015-10-08 15:02:44,-5.254,gt
2015-10-08 15:02:44,-5.078,gt
2015-10-08 15:02:44,-4.441,gt
2015-10-08 15:02:44,-3.902,gt
2015-10-08 15:02:44,-3.379,gt
2015-10-08 15:02:44,-2.691,gt
2015-10-08 15:02:44,-2.027,gt
2015-10-08 15:02:44,-1.609,gt
2015-10-08 15:02:44,-1.383,gt
2015-10-08 15:02:44,-1.168,gt
2015-10-08 15:02:44,-0.961,gt
2015-10-08 15:02:44,-0.773,gt
2015-10-08 15:02:44,-0.617,gt
2015-10-08 15:02:44,-0.512,gt
2015-10-08 15:02:44,-0.434,gt
2015-10-08 15:02:45,-0.379,gt
2015-10-08 15:02:45,-0.375,gt
2015-10-08 15:02:45,-0.41,gt
2015-10-08 15:02:45,-0.48,gt
2015-10-08 15:02:45,-0.574,gt
2015-10-08 15:02:45,-0.656,gt
2015-10-08 15:02:45,-0.715,gt
2015-10-08 15:02:45,-0.758,gt
2015-10-08 15:02:45,-0.82,gt
2015-10-08 15:02:45,-0.949,gt
2015-10-08 15:02:45,-1.168,gt
2015-10-08 15:02:45,-1.484,gt
2015-10-08 15:02:45,-1.969,gt
2015-10-08 15:02:45,-2.633,gt
2015-10-08 15:02:45,-3.152,gt
2015-10-08 15:02:45,-3.234,gt
2015-10-08 15:02:45,-3.027,gt
2015-10-08 15:02:45,-2.727,gt
2015-10-08 15:02:45,-2.332,gt
2015-10-08 15:02:45,-1.859,gt
2015-10-08 15:02:45,-1.43,gt
2015-10-08 15:02:45,-1.082,gt
2015-10-08 15:02:45,-0.836,gt
2015-10-08 15:02:45,-0.617,gt
2015-10-08 15:02:45,-0.367,gt
2015-10-08 15:02:45,-0.16,gt
2015-10-08 15:02:45,0.008,gt
2015-10-08 15:02:45,0.164,gt
2015-10-08 15:02:45,0.309,gt
2015-10-08 15:02:45,0.434,gt
2015-10-08 15:02:45,0.52,gt
2015-10-08 15:02:45,0.566,gt
2015-10-08 15:02:45,0.563,gt
2015-10-08 15:02:45,0.453,gt
2015-10-08 15:02:45,0.285,gt
2015-10-08 15:02:45,0.098,gt
2015-10-08 15:02:45,-0.082,gt
2015-10-08 15:02:45,-0.16,gt
2015-10-08 15:02:45,-0.156,gt
2015-10-08 15:02:45,-0.145,gt
2015-10-08 15:02:45,-0.191,gt
2015-10-08 15:02:45,-0.355,gt
2015-10-08 15:02:45,-0.621,gt
2015-10-08 15:02:45,-1.094,gt
2015-10-08 15:02:45,-1.695,gt
2015-10-08 15:02:45,-1.98,gt
2015-10-08 15:02:45,-1.875,gt
2015-10-08 15:02:45,-1.688,gt
2015-10-08 15:02:45,-1.488,gt
2015-10-08 15:02:45,-1.305,gt
2015-10-08 15:02:45,-1.125,gt
2015-10-08 15:02:45,-0.957,gt
2015-10-08 15:02:45,-0.813,gt
2015-10-08 15:02:45,-0.695,gt
2015-10-08 15:02:45,-0.602,gt
2015-10-08 15:02:45,-0.5,gt
2015-10-08 15:02:45,-0.402,gt
2015-10-08 15:02:45,-0.316,gt
2015-10-08 15:02:45,-0.266,gt
2015-10-08 15:02:45,-0.234,gt
2015-10-08 15:02:45,-0.219,gt
2015-10-08 15:02:45,-0.199,gt
2015-10-08 15:02:45,-0.211,gt
2015-10-08 15:02:45,-0.262,gt
2015-10-08 15:02:45,-0.348,gt
2015-10-08 15:02:45,-0.484,gt
2015-10-08 15:02:45,-0.711,gt
2015-10-08 15:02:45,-1.25,gt
2015-10-08 15:02:45,-1.418,gt
2015-10-08 15:02:45,-1.773,gt
2015-10-08 15:02:45,-1.984,gt
2015-10-08 15:02:45,-2.484,gt
2015-10-08 15:02:45,-3.07,gt
2015-10-08 15:02:45,-3.75,gt
2015-10-08 15:02:45,-3.941,gt
2015-10-08 15:02:45,-3.32,gt
2015-10-08 15:02:45,-2.852,gt
2015-10-08 15:02:45,-2.277,gt
2015-10-08 15:02:45,-1.625,gt
2015-10-08 15:02:45,-1.203,gt
2015-10-08 15:02:46,-0.91,gt
2015-10-08 15:02:46,-0.699,gt
2015-10-08 15:02:46,-0.496,gt
2015-10-08 15:02:46,-0.301,gt
2015-10-08 15:02:46,-0.125,gt
2015-10-08 15:02:46,0.031,gt
2015-10-08 15:02:46,0.141,gt
2015-10-08 15:02:46,0.227,gt
2015-10-08 15:02:46,0.301,gt
2015-10-08 15:02:46,0.367,gt
2015-10-08 15:02:46,0.375,gt
2015-10-08 15:02:46,0.359,gt
2015-10-08 15:02:46,0.352,gt
2015-10-08 15:02:46,0.316,gt
2015-10-08 15:02:46,0.258,gt
2015-10-08 15:02:46,0.172,gt
2015-10-08 15:02:46,0.063,gt
2015-10-08 15:02:46,-0.055,gt
2015-10-08 15:02:46,-0.184,gt
2015-10-08 15:02:46,-0.324,gt
2015-10-08 15:02:46,-0.43,gt
2015-10-08 15:02:46,-0.848,gt
2015-10-08 15:02:46,-1.477,gt
2015-10-08 15:02:46,-2.188,gt
2015-10-08 15:02:46,-2.785,gt
2015-10-08 15:02:46,-3.031,gt
2015-10-08 15:02:46,-3.004,gt
2015-10-08 15:02:46,-2.828,gt
2015-10-08 15:02:46,-2.371,gt
2015-10-08 15:02:46,-1.945,gt
2015-10-08 15:02:46,-1.723,gt
2015-10-08 15:02:46,-1.473,gt
2015-10-08 15:02:46,-1.164,gt
2015-10-08 15:02:46,-0.906,gt
2015-10-08 15:02:46,-0.734,gt
2015-10-08 15:02:46,-0.605,gt
2015-10-08 15:02:46,-0.418,gt
2015-10-08 15:02:46,-0.375,gt
2015-10-08 15:02:46,-0.34,gt
2015-10-08 15:02:46,-0.301,gt
2015-10-08 15:02:46,-0.254,gt
2015-10-08 15:02:46,-0.203,gt
2015-10-08 15:02:46,-0.133,gt
2015-10-08 15:02:46,-0.078,gt
2015-10-08 15:02:46,-0.082,gt
2015-10-08 15:02:46,-0.16,gt
2015-10-08 15:02:46,-0.27,gt
2015-10-08 15:02:46,-0.422,gt
2015-10-08 15:02:46,-0.652,gt
2015-10-08 15:02:46,-0.824,gt
2015-10-08 15:02:46,-1.148,gt
2015-10-08 15:02:46,-1.523,gt
2015-10-08 15:02:46,-1.863,gt
2015-10-08 15:02:46,-2.461,gt
2015-10-08 15:02:46,-2.93,gt
2015-10-08 15:02:46,-2.813,gt
2015-10-08 15:02:46,-2.914,gt
2015-10-08 15:02:46,-2.957,gt
2015-10-08 15:02:46,-3.02,gt
2015-10-08 15:02:46,-2.625,gt
2015-10-08 15:02:46,-2.113,gt
2015-10-08 15:02:46,-1.43,gt
2015-10-08 15:02:46,-0.957,gt
2015-10-08 15:02:46,-0.969,gt
2015-10-08 15:02:46,-0.938,gt
2015-10-08 15:02:46,-0.844,gt
2015-10-08 15:02:46,-0.793,gt
2015-10-08 15:02:46,-0.785,gt
2015-10-08 15:02:46,-0.707,gt
2015-10-08 15:02:46,-0.559,gt
2015-10-08 15:02:46,-0.414,gt
2015-10-08 15:02:46,-0.332,gt
2015-10-08 15:02:46,-0.305,gt
2015-10-08 15:02:46,-0.258,gt
2015-10-08 15:02:46,-0.184,gt
2015-10-08 15:02:46,-0.078,gt
2015-10-08 15:02:46,0.043,gt
2015-10-08 15:02:46,0.18,gt
2015-10-08 15:02:46,0.277,gt
2015-10-08 15:02:46,0.289,gt
2015-10-08 15:02:47,0.203,gt
2015-10-08 15:02:47,0.016,gt
2015-10-08 15:02:47,-0.277,gt
2015-10-08 15:02:47,-0.758,gt
2015-10-08 15:02:47,-1.656,gt
2015-10-08 15:02:47,-3.27,gt
2015-10-08 15:02:47,-4.09,gt
2015-10-08 15:02:47,-3.688,gt
2015-10-08 15:02:47,-3.555,gt
2015-10-08 15:02:47,-4.184,gt
2015-10-08 15:02:47,-4.336,gt
2015-10-08 15:02:47,-4.188,gt
2015-10-08 15:02:47,-3.984,gt
2015-10-08 15:02:47,-3.598,gt
2015-10-08 15:02:47,-3.117,gt
2015-10-08 15:02:47,-2.723,gt
2015-10-08 15:02:47,-2.344,gt
2015-10-08 15:02:47,-2.035,gt
2015-10-08 15:02:47,-1.75,gt
2015-10-08 15:02:47,-1.477,gt
2015-10-08 15:02:47,-1.219,gt
2015-10-08 15:02:47,-0.992,gt
2015-10-08 15:02:47,-0.727,gt
2015-10-08 15:02:47,-0.422,gt
2015-10-08 15:02:47,-0.207,gt
2015-10-08 15:02:47,-0.125,gt
2015-10-08 15:02:47,-0.148,gt
2015-10-08 15:02:47,-0.172,gt
2015-10-08 15:02:47,-0.176,gt
2015-10-08 15:02:47,-0.176,gt
2015-10-08 15:02:47,-0.184,gt
2015-10-08 15:02:47,-0.191,gt
2015-10-08 15:02:47,-0.234,gt
2015-10-08 15:02:47,-0.281,gt
2015-10-08 15:02:47,-0.324,gt
2015-10-08 15:02:47,-0.344,gt
2015-10-08 15:02:47,-0.359,gt
2015-10-08 15:02:47,-0.371,gt
2015-10-08 15:02:47,-0.391,gt
2015-10-08 15:02:47,-0.426,gt
2015-10-08 15:02:47,-0.465,gt
2015-10-08 15:02:47,-0.516,gt
2015-10-08 15:02:47,-0.598,gt
2015-10-08 15:02:47,-0.754,gt
2015-10-08 15:02:47,-0.809,gt
2015-10-08 15:02:47,-1.152,gt
2015-10-08 15:02:47,-1.508,gt
2015-10-08 15:02:47,-1.867,gt
2015-10-08 15:02:47,-2.371,gt
2015-10-08 15:02:47,-2.613,gt
2015-10-08 15:02:47,-2.816,gt
2015-10-08 15:02:47,-2.816,gt
2015-10-08 15:02:47,-2.281,gt
2015-10-08 15:02:47,-1.434,gt
2015-10-08 15:02:47,-0.762,gt
2015-10-08 15:02:47,-0.746,gt
2015-10-08 15:02:47,-0.895,gt
2015-10-08 15:02:47,-0.891,gt
2015-10-08 15:02:47,-1.008,gt
2015-10-08 15:02:47,-0.91,gt
2015-10-08 15:02:47,-0.684,gt
2015-10-08 15:02:47,-0.809,gt
2015-10-08 15:02:47,-0.816,gt
2015-10-08 15:02:47,-0.852,gt
2015-10-08 15:02:47,-0.895,gt
2015-10-08 15:02:47,-0.949,gt
2015-10-08 15:02:47,-0.984,gt
2015-10-08 15:02:47,-1.008,gt
2015-10-08 15:02:47,-1.023,gt
2015-10-08 15:02:47,-1.039,gt
2015-10-08 15:02:47,-1.098,gt
2015-10-08 15:02:47,-1.152,gt
2015-10-08 15:02:47,-1.211,gt
2015-10-08 15:02:47,-1.262,gt
2015-10-08 15:02:47,-1.297,gt
2015-10-08 15:02:47,-1.34,gt
2015-10-08 15:02:47,-1.395,gt
2015-10-08 15:02:47,-1.438,gt
2015-10-08 15:02:47,-1.461,gt
2015-10-08 15:02:47,-1.469,gt
2015-10-08 15:02:48,-1.508,gt
2015-10-08 15:02:48,-1.574,gt
2015-10-08 15:02:48,-1.734,gt
2015-10-08 15:02:48,-1.836,gt
2015-10-08 15:02:48,-1.93,gt
2015-10-08 15:02:48,-2.066,gt
2015-10-08 15:02:48,-2.137,gt
2015-10-08 15:02:48,-2.156,gt
2015-10-08 15:02:48,-2.184,gt
2015-10-08 15:02:48,-2.125,gt
2015-10-08 15:02:48,-1.969,gt
2015-10-08 15:02:48,-1.91,gt
2015-10-08 15:02:48,-1.859,gt
2015-10-08 15:02:48,-1.902,gt
2015-10-08 15:02:48,-1.816,gt
2015-10-08 15:02:48,-1.766,gt
2015-10-08 15:02:48,-1.688,gt
2015-10-08 15:02:48,-1.641,gt
2015-10-08 15:02:48,-1.621,gt
2015-10-08 15:02:48,-1.637,gt
2015-10-08 15:02:48,-1.633,gt
2015-10-08 15:02:48,-1.633,gt
2015-10-08 15:02:48,-1.605,gt
2015-10-08 15:02:48,-1.559,gt
2015-10-08 15:02:48,-1.523,gt
2015-10-08 15:02:48,-1.465,gt
2015-10-08 15:02:48,-1.492,gt
2015-10-08 15:02:48,-1.449,gt
2015-10-08 15:02:48,-1.352,gt
2015-10-08 15:02:48,-1.309,gt
2015-10-08 15:02:48,-1.102,gt
2015-10-08 15:02:48,-1.074,gt
2015-10-08 15:02:48,-0.93,gt
2015-10-08 15:02:48,-1.008,gt
2015-10-08 15:02:48,-1.039,gt
2015-10-08 15:02:48,-1.016,gt
2015-10-08 15:02:48,-1.008,gt
2015-10-08 15:02:48,-0.926,gt
2015-10-08 15:02:48,-0.73,gt
2015-10-08 15:02:48,-0.559,gt
2015-10-08 15:02:48,-0.484,gt
2015-10-08 15:02:48,-0.422,gt
2015-10-08 15:02:48,-0.375,gt
2015-10-08 15:02:48,-0.398,gt
2015-10-08 15:02:48,-0.461,gt
2015-10-08 15:02:48,-0.508,gt
2015-10-08 15:02:48,-0.523,gt
2015-10-08 15:02:48,-0.531,gt
2015-10-08 15:02:48,-0.559,gt
2015-10-08 15:02:48,-0.609,gt
2015-10-08 15:02:48,-0.633,gt
2015-10-08 15:02:48,-0.641,gt
2015-10-08 15:02:48,-0.637,gt
2015-10-08 15:02:48,-0.629,gt
2015-10-08 15:02:48,-0.633,gt
2015-10-08 15:02:48,-0.668,gt
2015-10-08 15:02:48,-0.711,gt
2015-10-08 15:02:48,-0.742,gt
2015-10-08 15:02:48,-0.719,gt
2015-10-08 15:02:48,-0.672,gt
2015-10-08 15:02:48,-0.637,gt
2015-10-08 15:02:48,-0.656,gt
2015-10-08 15:02:48,-0.715,gt
2015-10-08 15:02:48,-0.793,gt
2015-10-08 15:02:48,-0.852,gt
2015-10-08 15:02:48,-0.918,gt
2015-10-08 15:02:48,-1,gt
2015-10-08 15:02:48,-1.102,gt
2015-10-08 15:02:48,-1.223,gt
2015-10-08 15:02:48,-1.34,gt
2015-10-08 15:02:48,-1.41,gt
2015-10-08 15:02:48,-1.395,gt
2015-10-08 15:02:48,-1.336,gt
2015-10-08 15:02:48,-1.285,gt
2015-10-08 15:02:48,-1.266,gt
2015-10-08 15:02:48,-1.25,gt
2015-10-08 15:02:48,-1.219,gt
2015-10-08 15:02:48,-1.176,gt
2015-10-08 15:02:48,-1.145,gt
2015-10-08 15:02:48,-1.125,gt
2015-10-08 15:02:49,-1.098,gt
2015-10-08 15:02:49,-1.031,gt
2015-10-08 15:02:49,-0.965,gt
2015-10-08 15:02:49,-0.902,gt
2015-10-08 15:02:49,-0.813,gt
2015-10-08 15:02:49,-0.723,gt
2015-10-08 15:02:49,-0.676,gt
2015-10-08 15:02:49,-0.645,gt
2015-10-08 15:02:49,-0.574,gt
2015-10-08 15:02:49,-0.535,gt
2015-10-08 15:02:49,-0.555,gt
2015-10-08 15:02:49,-0.535,gt
2015-10-08 15:02:49,-0.523,gt
2015-10-08 15:02:49,-0.527,gt
2015-10-08 15:02:49,-0.539,gt
2015-10-08 15:02:49,-0.563,gt
2015-10-08 15:02:49,-0.629,gt
2015-10-08 15:02:49,-0.711,gt
2015-10-08 15:02:49,-0.777,gt
2015-10-08 15:02:49,-0.816,gt
2015-10-08 15:02:49,-0.863,gt
2015-10-08 15:02:49,-0.902,gt
2015-10-08 15:02:49,-0.98,gt
2015-10-08 15:02:49,-1.027,gt
2015-10-08 15:02:49,-0.98,gt
2015-10-08 15:02:49,-0.957,gt
2015-10-08 15:02:49,-0.898,gt
2015-10-08 15:02:49,-0.867,gt
2015-10-08 15:02:49,-0.867,gt
2015-10-08 15:02:49,-0.828,gt
2015-10-08 15:02:49,-0.859,gt
2015-10-08 15:02:49,-0.996,gt
2015-10-08 15:02:49,-1.141,gt
2015-10-08 15:02:49,-1.242,gt
2015-10-08 15:02:49,-1.273,gt
2015-10-08 15:02:49,-1.219,gt
2015-10-08 15:02:49,-1.102,gt
2015-10-08 15:02:49,-0.945,gt
2015-10-08 15:02:49,-0.777,gt
2015-10-08 15:02:49,-0.629,gt
2015-10-08 15:02:49,-0.508,gt
2015-10-08 15:02:49,-0.41,gt
2015-10-08 15:02:49,-0.32,gt
2015-10-08 15:02:49,-0.246,gt
2015-10-08 15:02:49,-0.191,gt
2015-10-08 15:02:49,-0.137,gt
2015-10-08 15:02:49,-0.078,gt
2015-10-08 15:02:49,-0.031,gt
2015-10-08 15:02:49,0.012,gt
2015-10-08 15:02:49,0.047,gt
2015-10-08 15:02:49,0.063,gt
2015-10-08 15:02:49,0.07,gt
2015-10-08 15:02:49,0.063,gt
2015-10-08 15:02:49,0.043,gt
2015-10-08 15:02:49,0.012,gt
2015-10-08 15:02:49,-0.012,gt
2015-10-08 15:02:49,-0.008,gt
2015-10-08 15:02:49,-0.004,gt
2015-10-08 15:02:49,-0.035,gt
2015-10-08 15:02:49,-0.082,gt
2015-10-08 15:02:49,-0.121,gt
2015-10-08 15:02:49,-0.176,gt
2015-10-08 15:02:49,-0.238,gt
2015-10-08 15:02:49,-0.297,gt
2015-10-08 15:02:49,-0.363,gt
2015-10-08 15:02:49,-0.414,gt
2015-10-08 15:02:49,-0.441,gt
2015-10-08 15:02:49,-0.461,gt
2015-10-08 15:02:49,-0.461,gt
2015-10-08 15:02:49,-0.441,gt
2015-10-08 15:02:49,-0.477,gt
2015-10-08 15:02:49,-0.5,gt
2015-10-08 15:02:49,-0.363,gt
2015-10-08 15:02:49,-0.137,gt
2015-10-08 15:02:49,0.059,gt
2015-10-08 15:02:49,0.207,gt
2015-10-08 15:02:49,0.309,gt
2015-10-08 15:02:49,0.328,gt
2015-10-08 15:02:49,0.313,gt
2015-10-08 15:02:49,0.293,gt
2015-10-08 15:02:50,0.309,gt
2015-10-08 15:02:50,0.367,gt
2015-10-08 15:02:50,0.418,gt
2015-10-08 15:02:50,0.449,gt
2015-10-08 15:02:50,0.449,gt
2015-10-08 15:02:50,0.414,gt
2015-10-08 15:02:50,0.359,gt
2015-10-08 15:02:50,0.297,gt
2015-10-08 15:02:50,0.219,gt
2015-10-08 15:02:50,0.172,gt
2015-10-08 15:02:50,0.129,gt
2015-10-08 15:02:50,0.102,gt
2015-10-08 15:02:50,0.082,gt
2015-10-08 15:02:50,0.066,gt
2015-10-08 15:02:50,0.059,gt
2015-10-08 15:02:50,0.047,gt
2015-10-08 15:02:50,0.004,gt
2015-10-08 15:02:50,-0.047,gt
2015-10-08 15:02:50,-0.074,gt
2015-10-08 15:02:50,-0.07,gt
2015-10-08 15:02:50,-0.09,gt
2015-10-08 15:02:50,-0.141,gt
2015-10-08 15:02:50,-0.176,gt
2015-10-08 15:02:50,-0.223,gt
2015-10-08 15:02:50,-0.285,gt
2015-10-08 15:02:50,-0.32,gt
2015-10-08 15:02:50,-0.324,gt
2015-10-08 15:02:50,-0.285,gt
2015-10-08 15:02:50,-0.258,gt
2015-10-08 15:02:50,-0.285,gt
2015-10-08 15:02:50,-0.301,gt
2015-10-08 15:02:50,-0.266,gt
2015-10-08 15:02:50,-0.211,gt
2015-10-08 15:02:50,-0.184,gt
2015-10-08 15:02:50,-0.148,gt
2015-10-08 15:02:50,-0.117,gt
2015-10-08 15:02:50,-0.125,gt
2015-10-08 15:02:50,-0.156,gt
2015-10-08 15:02:50,-0.184,gt
2015-10-08 15:02:50,-0.199,gt
2015-10-08 15:02:50,-0.195,gt
2015-10-08 15:02:50,-0.172,gt
2015-10-08 15:02:50,-0.117,gt
2015-10-08 15:02:50,-0.039,gt
2015-10-08 15:02:50,0.039,gt
2015-10-08 15:02:50,0.102,gt
2015-10-08 15:02:50,0.145,gt
2015-10-08 15:02:50,0.148,gt
2015-10-08 15:02:50,0.137,gt
2015-10-08 15:02:50,0.133,gt
2015-10-08 15:02:50,0.117,gt
2015-10-08 15:02:50,0.105,gt
2015-10-08 15:02:50,0.098,gt
2015-10-08 15:02:50,0.113,gt
2015-10-08 15:02:50,0.129,gt
2015-10-08 15:02:50,0.082,gt
2015-10-08 15:02:50,0.016,gt
2015-10-08 15:02:50,-0.02,gt
2015-10-08 15:02:50,-0.059,gt
2015-10-08 15:02:50,-0.117,gt
2015-10-08 15:02:50,-0.156,gt
2015-10-08 15:02:50,-0.191,gt
2015-10-08 15:02:50,-0.215,gt
2015-10-08 15:02:50,-0.25,gt
2015-10-08 15:02:50,-0.285,gt
2015-10-08 15:02:50,-0.324,gt
2015-10-08 15:02:50,-0.398,gt
2015-10-08 15:02:50,-0.539,gt
2015-10-08 15:02:50,-0.637,gt
2015-10-08 15:02:50,-0.641,gt
2015-10-08 15:02:50,-0.512,gt
2015-10-08 15:02:50,-0.398,gt
2015-10-08 15:02:50,-0.391,gt
2015-10-08 15:02:50,-0.422,gt
2015-10-08 15:02:50,-0.453,gt
2015-10-08 15:02:50,-0.469,gt
2015-10-08 15:02:50,-0.48,gt
2015-10-08 15:02:50,-0.504,gt
2015-10-08 15:02:50,-0.531,gt
2015-10-08 15:02:50,-0.605,gt
2015-10-08 15:02:51,-0.727,gt
2015-10-08 15:02:51,-0.875,gt
2015-10-08 15:02:51,-1.035,gt
2015-10-08 15:02:51,-1.289,gt
2015-10-08 15:02:51,-1.691,gt
2015-10-08 15:02:51,-2.234,gt
2015-10-08 15:02:51,-2.891,gt
2015-10-08 15:02:51,-3.559,gt
2015-10-08 15:02:51,-4.098,gt
2015-10-08 15:02:51,-4.488,gt
2015-10-08 15:02:51,-4.973,gt
2015-10-08 15:02:51,-5.582,gt
2015-10-08 15:02:51,-6.008,gt
