HEADER_TIME_STAMP,Y_ACCELERATION_METERS_PER_SECOND_SQUARED,group
2015-12-15 13:51:47,0.551976642194793,extrap
2015-12-15 13:51:47,0.502686325851119,extrap
2015-12-15 13:51:47,0.45478286654278,extrap
2015-12-15 13:51:47,0.405998770900488,extrap
2015-12-15 13:51:47,0.35368906168461,extrap
2015-12-15 13:51:47,0.314410498696303,extrap
2015-12-15 13:51:47,0.317257573735137,extrap
2015-12-15 13:51:47,0.35767337238687,extrap
2015-12-15 13:51:47,0.402000937427765,extrap
2015-12-15 13:51:47,0.42886387388971,extrap
2015-12-15 13:51:48,0.422850723273174,extrap
2015-12-15 13:51:48,0.434641777254252,extrap
2015-12-15 13:51:48,0.503738486987051,extrap
2015-12-15 13:51:48,0.637,extrap
2015-12-15 13:51:48,0.834434820382046,extrap
2015-12-15 13:51:48,1.05300130796668,extrap
2015-12-15 13:51:48,1.49795816167362,extrap
2015-12-15 13:51:48,1.97619717828835,extrap
2015-12-15 13:51:48,2.40816224606562,extrap
2015-12-15 13:51:48,2.77832335165296,extrap
2015-12-15 13:51:48,3.07115048169791,extrap
2015-12-15 13:51:48,3.271113622848,extrap
2015-12-15 13:51:48,3.36268276175078,extrap
2015-12-15 13:51:48,3.33130158077792,extrap
2015-12-15 13:51:48,3.18481001760195,extrap
2015-12-15 13:51:48,2.95344496168822,extrap
2015-12-15 13:51:48,2.66840995024895,extrap
2015-12-15 13:51:48,2.36092991909433,extrap
2015-12-15 13:51:48,2.06220931278788,extrap
2015-12-15 13:51:48,1.80345885581744,extrap
2015-12-15 13:51:48,1.59091717194846,extrap
2015-12-15 13:51:48,1.35032661143331,extrap
2015-12-15 13:51:48,1.07585546121784,extrap
2015-12-15 13:51:48,0.812993472446205,extrap
2015-12-15 13:51:48,0.535303793864292,extrap
2015-12-15 13:51:48,0.307280907780278,extrap
2015-12-15 13:51:48,0.118258263820737,extrap
2015-12-15 13:51:48,-0.0523570171318734,extrap
2015-12-15 13:51:48,-0.191,extrap
2015-12-15 13:51:48,-0.289915759172871,extrap
2015-12-15 13:51:48,-0.353266093699049,extrap
2015-12-15 13:51:48,-0.405134457926211,extrap
2015-12-15 13:51:48,-0.448882332050657,extrap
2015-12-15 13:51:48,-0.473,extrap
2015-12-15 13:51:48,-0.488794530155354,extrap
2015-12-15 13:51:48,-0.508125146449809,extrap
2015-12-15 13:51:48,-0.542739402604948,extrap
2015-12-15 13:51:48,-0.586898832065245,extrap
2015-12-15 13:51:48,-0.621,extrap
2015-12-15 13:51:48,-0.631181302847803,extrap
2015-12-15 13:51:48,-0.605308622854079,extrap
2015-12-15 13:51:48,-0.555947866547909,extrap
2015-12-15 13:51:48,-0.512310863159025,extrap
2015-12-15 13:51:48,-0.468998409883118,extrap
2015-12-15 13:51:48,-0.374774275261827,extrap
2015-12-15 13:51:48,-0.243940142450176,extrap
2015-12-15 13:51:48,0.0228161440158017,extrap
2015-12-15 13:51:48,0.540170008898634,extrap
2015-12-15 13:51:48,1.29301953736524,extrap
2015-12-15 13:51:48,2.0220052958035,extrap
2015-12-15 13:51:48,2.65120408459805,extrap
2015-12-15 13:51:48,3.16899009554373,extrap
2015-12-15 13:51:48,3.56373752043538,extrap
2015-12-15 13:51:48,3.82382055106783,extrap
2015-12-15 13:51:48,3.93761337923592,extrap
2015-12-15 13:51:48,3.89446139000124,extrap
2015-12-15 13:51:48,3.70604616323685,extrap
2015-12-15 13:51:48,3.40638477902467,extrap
2015-12-15 13:51:48,3.03046537179292,extrap
2015-12-15 13:51:48,2.61327607596979,extrap
2015-12-15 13:51:48,2.1898050259835,extrap
2015-12-15 13:51:48,1.79504035626223,extrap
2015-12-15 13:51:48,1.47891930946519,extrap
2015-12-15 13:51:48,1.293,extrap
2015-12-15 13:51:48,1.12199434871924,extrap
2015-12-15 13:51:48,0.978635390399246,extrap
2015-12-15 13:51:48,0.861023644142313,extrap
2015-12-15 13:51:48,0.770206256472707,extrap
2015-12-15 13:51:48,0.71499890216862,extrap
2015-12-15 13:51:48,0.674384173345748,extrap
2015-12-15 13:51:48,0.646246909873059,extrap
2015-12-15 13:51:48,0.604422043154749,extrap
2015-12-15 13:51:48,0.551440542443376,extrap
2015-12-15 13:51:48,0.511999158222785,extrap
2015-12-15 13:51:48,0.481279988801617,extrap
2015-12-15 13:51:48,0.468409664221002,extrap
2015-12-15 13:51:48,0.47351086577163,extrap
2015-12-15 13:51:48,0.497961608203688,extrap
2015-12-15 13:51:48,0.563,extrap
2015-12-15 13:51:48,0.692845137330803,extrap
2015-12-15 13:51:48,0.84898655850698,extrap
2015-12-15 13:51:48,1.03753674030309,extrap
2015-12-15 13:51:48,1.22108354469545,extrap
2015-12-15 13:51:48,1.445,extrap
2015-12-15 13:51:48,1.84810252693184,extrap
2015-12-15 13:51:48,2.27114557222444,extrap
2015-12-15 13:51:48,2.65368352132596,extrap
2015-12-15 13:51:48,2.98443212436762,extrap
2015-12-15 13:51:48,3.25210713148063,extrap
2015-12-15 13:51:48,3.44542429279623,extrap
2015-12-15 13:51:48,3.55309935844563,extrap
2015-12-15 13:51:48,3.56384708966659,extrap
2015-12-15 13:51:48,3.4710493854462,extrap
2015-12-15 13:51:48,3.2867578801261,extrap
2015-12-15 13:51:48,3.02768963704807,extrap
2015-12-15 13:51:48,2.71056171955389,extrap
2015-12-15 13:51:48,2.35209119098533,extrap
2015-12-15 13:51:48,1.96899511468417,extrap
2015-12-15 13:51:48,1.57799055399218,extrap
2015-12-15 13:51:48,1.22370196383561,extrap
2015-12-15 13:51:49,0.995957655500406,extrap
2015-12-15 13:51:49,0.772518105767165,extrap
2015-12-15 13:51:49,0.493358030828678,extrap
2015-12-15 13:51:49,0.195,extrap
2015-12-15 13:51:49,-0.138662327469599,extrap
2015-12-15 13:51:49,-0.390033117309039,extrap
2015-12-15 13:51:49,-0.532342364968084,extrap
2015-12-15 13:51:49,-0.584776923460697,extrap
2015-12-15 13:51:49,-0.566,extrap
2015-12-15 13:51:49,-0.51471481553818,extrap
2015-12-15 13:51:49,-0.468733117200084,extrap
2015-12-15 13:51:49,-0.455981987002731,extrap
2015-12-15 13:51:49,-0.478206302511579,extrap
2015-12-15 13:51:49,-0.523,extrap
2015-12-15 13:51:49,-0.583180818431629,extrap
2015-12-15 13:51:49,-0.626553252706959,extrap
2015-12-15 13:51:49,-0.653087611481608,extrap
2015-12-15 13:51:49,-0.665403415958934,extrap
2015-12-15 13:51:49,-0.640998672005906,extrap
2015-12-15 13:51:49,-0.556276084263447,extrap
2015-12-15 13:51:49,-0.443764682684442,extrap
2015-12-15 13:51:49,-0.306572664426226,extrap
2015-12-15 13:51:49,-0.152831290739019,extrap
2015-12-15 13:51:49,0.027005229967738,extrap
2015-12-15 13:51:49,0.388432559267023,extrap
2015-12-15 13:51:49,1.23677012008239,extrap
2015-12-15 13:51:49,2.09469955009638,extrap
2015-12-15 13:51:49,2.8159230067415,extrap
2015-12-15 13:51:49,3.40119079457791,extrap
2015-12-15 13:51:49,3.85125321816574,extrap
2015-12-15 13:51:49,4.16686058206516,extrap
2015-12-15 13:51:49,4.34876319083629,extrap
2015-12-15 13:51:49,4.39771134903929,extrap
2015-12-15 13:51:49,4.31492282744126,extrap
2015-12-15 13:51:49,4.11236772143829,extrap
2015-12-15 13:51:49,3.81276878543751,extrap
2015-12-15 13:51:49,3.43931630692945,extrap
2015-12-15 13:51:49,3.01520057340467,extrap
2015-12-15 13:51:49,2.56361187235369,extrap
2015-12-15 13:51:49,2.10774049126705,extrap
2015-12-15 13:51:49,1.67077671763529,extrap
2015-12-15 13:51:49,1.27936137002469,extrap
2015-12-15 13:51:49,0.967565332669097,extrap
2015-12-15 13:51:49,0.733994927402628,extrap
2015-12-15 13:51:49,0.539945876900086,extrap
2015-12-15 13:51:49,0.41130489747986,extrap
2015-12-15 13:51:49,0.35565700108986,extrap
2015-12-15 13:51:49,0.356969696729922,extrap
2015-12-15 13:51:49,0.387000767801514,extrap
2015-12-15 13:51:49,0.404833331894712,extrap
2015-12-15 13:51:49,0.360946832860573,extrap
2015-12-15 13:51:49,0.261713249734676,extrap
2015-12-15 13:51:49,0.154519743673551,extrap
2015-12-15 13:51:49,0.078,extrap
2015-12-15 13:51:49,0.0323895412160727,extrap
2015-12-15 13:51:49,0.0200446202004745,extrap
2015-12-15 13:51:49,0.055912585639632,extrap
2015-12-15 13:51:49,0.136410137953313,extrap
2015-12-15 13:51:49,0.262,extrap
2015-12-15 13:51:49,0.475308709879049,extrap
2015-12-15 13:51:49,0.82920519165717,extrap
2015-12-15 13:51:49,1.53040618742607,extrap
2015-12-15 13:51:49,2.25573188407594,extrap
2015-12-15 13:51:49,2.89435482647644,extrap
2015-12-15 13:51:49,3.43335362111112,extrap
2015-12-15 13:51:49,3.85980687446353,extrap
2015-12-15 13:51:49,4.16079877068384,extrap
2015-12-15 13:51:49,4.32339330744555,extrap
2015-12-15 13:51:49,4.33467781430533,extrap
2015-12-15 13:51:49,4.18858951664397,extrap
2015-12-15 13:51:49,3.90650011543117,extrap
2015-12-15 13:51:49,3.51663993053387,extrap
2015-12-15 13:51:49,3.04723928181899,extrap
2015-12-15 13:51:49,2.52652848915349,extrap
2015-12-15 13:51:49,1.98273787240429,extrap
2015-12-15 13:51:49,1.44409775143832,extrap
2015-12-15 13:51:49,0.953291205568545,extrap
2015-12-15 13:51:49,0.57513521787762,extrap
2015-12-15 13:51:49,0.258,extrap
2015-12-15 13:51:49,-0.0243199291386026,extrap
2015-12-15 13:51:49,-0.243064055209577,extrap
2015-12-15 13:51:49,-0.398881083275918,extrap
2015-12-15 13:51:49,-0.478134892797539,extrap
2015-12-15 13:51:49,-0.465,extrap
2015-12-15 13:51:49,-0.398558870300074,extrap
2015-12-15 13:51:49,-0.325642120847269,extrap
2015-12-15 13:51:49,-0.290066687583937,extrap
2015-12-15 13:51:49,-0.29865896861964,extrap
2015-12-15 13:51:49,-0.34,extrap
2015-12-15 13:51:49,-0.420183066361994,extrap
2015-12-15 13:51:49,-0.50556392361959,extrap
2015-12-15 13:51:49,-0.574940480058339,extrap
2015-12-15 13:51:49,-0.610893155203992,extrap
2015-12-15 13:51:49,-0.597999102371577,extrap
2015-12-15 13:51:49,-0.539000940469454,extrap
2015-12-15 13:51:49,-0.443239826544991,extrap
2015-12-15 13:51:49,-0.275077408084043,extrap
2015-12-15 13:51:49,-0.0385222529433596,extrap
2015-12-15 13:51:49,0.223006463013183,extrap
2015-12-15 13:51:49,0.492524515692755,extrap
2015-12-15 13:51:50,0.730621506101175,extrap
2015-12-15 13:51:50,0.990850027824552,extrap
2015-12-15 13:51:50,1.35122286851344,extrap
2015-12-15 13:51:50,1.742,extrap
2015-12-15 13:51:50,2.13871901737695,extrap
2015-12-15 13:51:50,2.51838659417294,extrap
2015-12-15 13:51:50,2.85232371810389,extrap
2015-12-15 13:51:50,3.11185137688572,extrap
2015-12-15 13:51:50,3.26829055823432,extrap
2015-12-15 13:51:50,3.29296224986562,extrap
2015-12-15 13:51:50,3.16978597003168,extrap
2015-12-15 13:51:50,2.93307535912922,extrap
2015-12-15 13:51:50,2.62974258809111,extrap
2015-12-15 13:51:50,2.3066998278502,extrap
2015-12-15 13:51:50,2.01085924933938,extrap
2015-12-15 13:51:50,1.78913302349152,extrap
2015-12-15 13:51:50,1.64652036367059,extrap
2015-12-15 13:51:50,1.4645728571081,extrap
2015-12-15 13:51:50,1.24599434064659,extrap
2015-12-15 13:51:50,1.00534512517441,extrap
2015-12-15 13:51:50,0.810685143027805,extrap
2015-12-15 13:51:50,0.666968843622478,extrap
2015-12-15 13:51:50,0.571898737266246,extrap
2015-12-15 13:51:50,0.519998829920872,extrap
2015-12-15 13:51:50,0.46260151975981,extrap
2015-12-15 13:51:50,0.386531911069368,extrap
2015-12-15 13:51:50,0.287918156374778,extrap
2015-12-15 13:51:50,0.187100295971691,extrap
2015-12-15 13:51:50,0.117,extrap
2015-12-15 13:51:50,0.0873088276141767,extrap
2015-12-15 13:51:50,0.0942869204830384,extrap
2015-12-15 13:51:50,0.129509703963348,extrap
2015-12-15 13:51:50,0.179689417697831,extrap
2015-12-15 13:51:50,0.242,extrap
2015-12-15 13:51:50,0.340190896973587,extrap
2015-12-15 13:51:50,0.506792163947746,extrap
2015-12-15 13:51:50,0.776802502499076,extrap
2015-12-15 13:51:50,1.31122311820978,extrap
2015-12-15 13:51:50,1.88513980119911,extrap
2015-12-15 13:51:50,2.41501507697242,extrap
2015-12-15 13:51:50,2.88531546858473,extrap
2015-12-15 13:51:50,3.28051590237515,extrap
2015-12-15 13:51:50,3.58506374858061,extrap
2015-12-15 13:51:50,3.78343590944285,extrap
2015-12-15 13:51:50,3.86009890801691,extrap
2015-12-15 13:51:50,3.80497050425535,extrap
2015-12-15 13:51:50,3.62977184614378,extrap
2015-12-15 13:51:50,3.35167453881471,extrap
2015-12-15 13:51:50,2.98785018740062,extrap
2015-12-15 13:51:50,2.55547039703402,extrap
2015-12-15 13:51:50,2.07170677284738,extrap
2015-12-15 13:51:50,1.55373091997321,extrap
2015-12-15 13:51:50,1.06320942542862,extrap
2015-12-15 13:51:50,0.742,extrap
2015-12-15 13:51:50,0.457109937739242,extrap
2015-12-15 13:51:50,0.229876946272541,extrap
2015-12-15 13:51:50,0.0251547028024053,extrap
2015-12-15 13:51:50,-0.164249716054699,extrap
2015-12-15 13:51:50,-0.289,extrap
2015-12-15 13:51:50,-0.338477977622053,extrap
2015-12-15 13:51:50,-0.323633979193361,extrap
2015-12-15 13:51:50,-0.274535977764795,extrap
2015-12-15 13:51:50,-0.233077293945304,extrap
2015-12-15 13:51:50,-0.234,extrap
2015-12-15 13:51:50,-0.281095087726523,extrap
2015-12-15 13:51:50,-0.339666292548079,extrap
2015-12-15 13:51:50,-0.392096040059248,extrap
2015-12-15 13:51:50,-0.432507236591135,extrap
2015-12-15 13:51:50,-0.457000393303964,extrap
2015-12-15 13:51:50,-0.460720550167869,extrap
2015-12-15 13:51:50,-0.419028615121004,extrap
2015-12-15 13:51:50,-0.300418442425869,extrap
2015-12-15 13:51:50,-0.100640577178771,extrap
2015-12-15 13:51:50,0.203009260254793,extrap
2015-12-15 13:51:50,0.642114149307276,extrap
2015-12-15 13:51:50,1.03761971100774,extrap
2015-12-15 13:51:50,1.58614556153054,extrap
2015-12-15 13:51:50,2.16330069328331,extrap
2015-12-15 13:51:50,2.70587223445296,extrap
2015-12-15 13:51:50,3.19840312052244,extrap
2015-12-15 13:51:50,3.62543628697473,extrap
2015-12-15 13:51:50,3.97151466929276,extrap
2015-12-15 13:51:50,4.2211812029595,extrap
2015-12-15 13:51:50,4.35897882345791,extrap
2015-12-15 13:51:50,4.36945046627094,extrap
2015-12-15 13:51:50,4.24448547388495,extrap
2015-12-15 13:51:50,4.00535881679996,extrap
2015-12-15 13:51:50,3.68069187251939,extrap
2015-12-15 13:51:50,3.29910601854664,extrap
2015-12-15 13:51:50,2.88922263238513,extrap
2015-12-15 13:51:50,2.4796630915383,extrap
2015-12-15 13:51:50,2.09904027148152,extrap
2015-12-15 13:51:50,1.77599426747214,extrap
2015-12-15 13:51:50,1.52299410587125,extrap
2015-12-15 13:51:50,1.30203246376643,extrap
2015-12-15 13:51:50,1.10770396079184,extrap
2015-12-15 13:51:50,0.928981742026561,extrap
2015-12-15 13:51:50,0.787897316590183,extrap
2015-12-15 13:51:50,0.694998039124442,extrap
2015-12-15 13:51:50,0.622851267107151,extrap
2015-12-15 13:51:51,0.59228339246006,extrap
2015-12-15 13:51:51,0.577299567079351,extrap
2015-12-15 13:51:51,0.540410771709929,extrap
2015-12-15 13:51:51,0.469,extrap
2015-12-15 13:51:51,0.371667415966474,extrap
2015-12-15 13:51:51,0.280415844903114,extrap
2015-12-15 13:51:51,0.209696821219446,extrap
2015-12-15 13:51:51,0.182972024752413,extrap
2015-12-15 13:51:51,0.215,extrap
2015-12-15 13:51:51,0.277790568901559,extrap
2015-12-15 13:51:51,0.363447319686044,extrap
2015-12-15 13:51:51,0.4821872235995,extrap
2015-12-15 13:51:51,0.626671010007547,extrap
2015-12-15 13:51:51,0.832,extrap
2015-12-15 13:51:51,1.22286585247409,extrap
2015-12-15 13:51:51,1.78199978695124,extrap
2015-12-15 13:51:51,2.37555915957202,extrap
2015-12-15 13:51:51,2.94914229666463,extrap
2015-12-15 13:51:51,3.4749320775214,extrap
2015-12-15 13:51:51,3.9250972134198,extrap
2015-12-15 13:51:51,4.27180641563725,extrap
2015-12-15 13:51:51,4.48722839545123,extrap
2015-12-15 13:51:51,4.54353186413916,extrap
2015-12-15 13:51:51,4.42305896035043,extrap
2015-12-15 13:51:51,4.14884553222211,extrap
2015-12-15 13:51:51,3.7541008552632,extrap
2015-12-15 13:51:51,3.27203420498267,extrap
2015-12-15 13:51:51,2.73585485688954,extrap
2015-12-15 13:51:51,2.17877208649279,extrap
2015-12-15 13:51:51,1.63399516930141,extrap
2015-12-15 13:51:51,1.12734428929895,extrap
2015-12-15 13:51:51,0.675611265305308,extrap
2015-12-15 13:51:51,0.341180016385765,extrap
2015-12-15 13:51:51,0.086,extrap
2015-12-15 13:51:51,-0.148818822431008,extrap
2015-12-15 13:51:51,-0.333481062557166,extrap
2015-12-15 13:51:51,-0.45518144059974,extrap
2015-12-15 13:51:51,-0.507385627080109,extrap
2015-12-15 13:51:51,-0.492,extrap
2015-12-15 13:51:51,-0.446833792509913,extrap
2015-12-15 13:51:51,-0.412239177900438,extrap
2015-12-15 13:51:51,-0.408409674419199,extrap
2015-12-15 13:51:51,-0.429669606359067,extrap
2015-12-15 13:51:51,-0.449000161059853,extrap
2015-12-15 13:51:51,-0.44160474090235,extrap
2015-12-15 13:51:51,-0.418004325006472,extrap
2015-12-15 13:51:51,-0.359792174617073,extrap
2015-12-15 13:51:51,-0.268011564248376,extrap
2015-12-15 13:51:51,-0.155996876978662,extrap
2015-12-15 13:51:51,-0.00367828305969059,extrap
2015-12-15 13:51:51,0.179139716054325,extrap
2015-12-15 13:51:51,0.376453549317849,extrap
2015-12-15 13:51:51,0.56725344600306,extrap
2015-12-15 13:51:51,0.773,extrap
2015-12-15 13:51:51,1.09623698014558,extrap
2015-12-15 13:51:51,1.58504043565588,extrap
2015-12-15 13:51:51,2.08550716684656,extrap
2015-12-15 13:51:51,2.54541375359045,extrap
2015-12-15 13:51:51,2.95287837760575,extrap
2015-12-15 13:51:51,3.2960192206107,extrap
2015-12-15 13:51:51,3.56295446432352,extrap
2015-12-15 13:51:51,3.74180229046241,extrap
2015-12-15 13:51:51,3.8206808807456,extrap
2015-12-15 13:51:51,3.788394271675,extrap
2015-12-15 13:51:51,3.64952204282397,extrap
2015-12-15 13:51:51,3.42441980743446,extrap
2015-12-15 13:51:51,3.13412160067936,extrap
2015-12-15 13:51:51,2.79968324894484,extrap
2015-12-15 13:51:51,2.44214009077757,extrap
2015-12-15 13:51:51,2.08253369232259,extrap
2015-12-15 13:51:51,1.741905619725,extrap
2015-12-15 13:51:51,1.44335142441893,extrap
2015-12-15 13:51:51,1.20912436276926,extrap
2015-12-15 13:51:51,1.02699611210706,extrap
2015-12-15 13:51:51,0.882533736241431,extrap
2015-12-15 13:51:51,0.782391253512342,extrap
2015-12-15 13:51:51,0.702051685501934,extrap
2015-12-15 13:51:51,0.626227669761993,extrap
2015-12-15 13:51:51,0.547,extrap
2015-12-15 13:51:51,0.440125869346215,extrap
2015-12-15 13:51:51,0.334822978213979,extrap
2015-12-15 13:51:51,0.235483523833483,extrap
2015-12-15 13:51:51,0.14882437200541,extrap
2015-12-15 13:51:51,0.086,extrap
2015-12-15 13:51:51,0.0377886529518314,extrap
2015-12-15 13:51:51,0.0164142406341979,extrap
2015-12-15 13:51:51,0.0208514123743089,extrap
2015-12-15 13:51:51,0.0433214453244216,extrap
2015-12-15 13:51:51,0.082,extrap
2015-12-15 13:51:51,0.138997499762853,extrap
2015-12-15 13:51:51,0.212386514144703,extrap
2015-12-15 13:51:51,0.339271179752077,extrap
2015-12-15 13:51:51,0.550771016648118,extrap
2015-12-15 13:51:51,1.01601756953583,extrap
2015-12-15 13:51:51,1.84410156880148,extrap
2015-12-15 13:51:51,2.6702511685615,extrap
2015-12-15 13:51:51,3.38225127058748,extrap
2015-12-15 13:51:51,3.96769140854341,extrap
2015-12-15 13:51:51,4.41416111609329,extrap
2015-12-15 13:51:51,4.70924992690113,extrap
2015-12-15 13:51:52,4.84054737463093,extrap
2015-12-15 13:51:52,4.79564299294669,extrap
2015-12-15 13:51:52,4.57073219911201,extrap
